"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
7546,"2023-12-18",350,14,"Panela elétrica multifunc.","Britânia","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",4900
7547,"2025-03-18",600,18,"Exaustor de cozinha","Tramontina","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",10800
7548,"2024-10-29",350,2,"Panela elétrica multifunc.","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",700
7549,"2025-11-14",180,6,"Secador de cabelo 1600W","Philco","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1080
7550,"2022-07-27",1500,15,"Aspirador de pó robô","Xiaomi","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",22500
7551,"2024-07-17",200,4,"Ventilador de mesa","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",800
7552,"2025-07-03",280,9,"Grill elétrico","George Foreman","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2520
7553,"2022-05-11",180,14,"Torradeira elétrica","Cadence","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2520
7554,"2023-11-19",200,17,"Chaleira elétrica inox","Oster","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",3400
7555,"2024-05-01",500,18,"Micro-ondas 25L","LG","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",9000
7556,"2023-10-08",650,2,"Micro-ondas 30L","Panasonic","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",1300
7557,"2025-08-08",1500,6,"Aspirador de pó robô","Xiaomi","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",9000
7558,"2023-11-28",2200,17,"Máquina de Lavar 12kg","Samsung","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",37400
7559,"2024-09-11",3000,10,"Lava-louças 14 serviços","Electrolux","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",30000
7560,"2023-03-18",200,6,"Ventilador de mesa","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1200
7561,"2025-07-12",180,17,"Secador de cabelo 1600W","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",3060
7562,"2025-09-17",1500,15,"Aspirador de pó robô","Xiaomi","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",22500
7563,"2023-12-04",220,18,"Panela elétrica de arroz","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",3960
7564,"2024-06-26",4500,4,"Geladeira Duplex 500L","Brastemp","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",18000
7565,"2025-10-14",200,9,"Ventilador de mesa","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1800
7566,"2025-05-05",200,5,"Ventilador de mesa","Mondial","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1000
7567,"2022-12-05",2200,7,"Freezer horizontal 300L","Consul","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",15400
7568,"2024-08-07",1500,14,"Aspirador de pó robô","Xiaomi","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",21000
7569,"2024-03-04",1500,8,"Coifa de parede inox","Electrolux","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",12000
7570,"2024-04-22",1500,8,"Coifa de parede inox","Electrolux","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",12000
7571,"2024-04-06",350,12,"Panela elétrica multifunc.","Britânia","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4200
7572,"2023-12-03",180,16,"Torradeira elétrica","Cadence","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2880
7573,"2022-12-05",250,16,"Secador de cabelo 2000W","Taiff","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4000
7574,"2023-12-17",90,10,"Ferro de passar seco","Britânia","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",900
7575,"2025-03-07",500,10,"Micro-ondas 25L","LG","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5000
7576,"2022-10-13",180,16,"Secador de cabelo 1600W","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",2880
7577,"2022-02-07",1500,9,"Coifa de parede inox","Electrolux","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",13500
7578,"2025-08-21",650,14,"Micro-ondas 30L","Panasonic","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9100
7579,"2025-01-29",180,13,"Torradeira elétrica","Cadence","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2340
7580,"2023-06-27",90,11,"Ferro de passar seco","Britânia","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",990
7581,"2023-09-01",3200,3,"Geladeira Frost Free 400L","Electrolux","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9600
7582,"2023-12-28",850,8,"Bebedouro elétrico","IBBL","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",6800
7583,"2025-05-07",1200,15,"Cafeteira expresso","Nespresso","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",18000
7584,"2025-07-08",120,2,"Ferro de passar a vapor","Arno","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",240
7585,"2025-02-18",1500,5,"Coifa de parede inox","Electrolux","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",7500
7586,"2025-05-09",2000,17,"Ar-condicionado Split 12k","LG","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",34000
7587,"2024-10-03",2000,8,"Ar-condicionado Split 12k","LG","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",16000
7588,"2025-05-25",2200,8,"Freezer horizontal 300L","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",17600
7589,"2023-03-24",650,18,"Micro-ondas 30L","Panasonic","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",11700
7590,"2023-08-15",300,7,"Cafeteira elétrica 30 xícs","Oster","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2100
7591,"2025-08-21",250,7,"Secador de cabelo 2000W","Taiff","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1750
7592,"2023-08-20",180,3,"Secador de cabelo 1600W","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",540
7593,"2025-05-25",350,11,"Panela elétrica multifunc.","Britânia","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",3850
7594,"2022-06-09",2500,10,"Lava-louças 10 serviços","Brastemp","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",25000
7595,"2024-09-20",2500,5,"Lava-louças 10 serviços","Brastemp","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",12500
7596,"2023-11-27",2200,17,"Freezer horizontal 300L","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",37400
7597,"2022-12-25",1200,19,"Fogão 4 bocas","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",22800
7598,"2023-01-18",2800,13,"Ar-condicionado Split 18k","Samsung","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",36400
7599,"2022-09-13",3200,15,"Geladeira Frost Free 400L","Electrolux","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",48000
7600,"2024-12-14",350,12,"Ventilador de coluna","Arno","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",4200
7601,"2022-11-24",3000,8,"Lava-louças 14 serviços","Electrolux","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",24000
7602,"2024-03-17",200,9,"Chaleira elétrica inox","Oster","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1800
7603,"2023-09-01",350,16,"Panela elétrica multifunc.","Britânia","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",5600
7604,"2024-07-07",90,5,"Ferro de passar seco","Britânia","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",450
7605,"2024-06-04",900,13,"Forno elétrico 45L","Fischer","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",11700
7606,"2024-11-01",2500,11,"Freezer vertical 280L","Brastemp","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",27500
7607,"2023-03-24",400,7,"Batedeira Planetária","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2800
7608,"2023-08-13",650,11,"Micro-ondas 30L","Panasonic","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",7150
7609,"2025-05-29",120,8,"Ferro de passar a vapor","Arno","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",960
7610,"2022-01-31",1200,5,"Fogão 4 bocas","Consul","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6000
7611,"2023-01-10",600,2,"Exaustor de cozinha","Tramontina","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1200
7612,"2022-12-09",220,18,"Panela elétrica de arroz","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3960
7613,"2025-08-12",2500,13,"Lava-louças 10 serviços","Brastemp","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",32500
7614,"2024-10-13",250,17,"Secador de cabelo 2000W","Taiff","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",4250
7615,"2025-09-06",200,19,"Ventilador de mesa","Mondial","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3800
7616,"2022-07-26",350,7,"Ventilador de coluna","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2450
7617,"2023-10-27",500,17,"Micro-ondas 25L","LG","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8500
7618,"2022-04-21",120,16,"Ferro de passar a vapor","Arno","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1920
7619,"2022-09-12",1500,5,"Aspirador de pó robô","Xiaomi","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",7500
7620,"2023-03-01",1000,3,"Purificador de água","Consul","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3000
7621,"2024-10-07",2200,16,"Freezer horizontal 300L","Consul","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",35200
7622,"2023-05-05",400,16,"Batedeira Planetária","Philco","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6400
7623,"2024-06-04",1500,12,"Coifa de parede inox","Electrolux","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",18000
7624,"2025-04-09",1500,20,"Coifa de parede inox","Electrolux","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",30000
7625,"2022-11-07",2200,12,"Máquina de Lavar 12kg","Samsung","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",26400
7626,"2023-03-03",2200,19,"Máquina de Lavar 12kg","Samsung","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",41800
7627,"2024-03-06",500,9,"Micro-ondas 25L","LG","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",4500
7628,"2022-01-01",180,20,"Secador de cabelo 1600W","Philco","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",3600
7629,"2024-12-08",1200,15,"Cafeteira expresso","Nespresso","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",18000
7630,"2024-04-24",600,16,"Exaustor de cozinha","Tramontina","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9600
7631,"2023-10-13",2200,3,"Máquina de Lavar 12kg","Samsung","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6600
7632,"2023-04-01",1200,16,"Fogão 4 bocas","Consul","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19200
7633,"2022-05-20",2800,13,"Ar-condicionado Split 18k","Samsung","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",36400
7634,"2025-04-11",200,7,"Ventilador de mesa","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1400
7635,"2023-08-03",200,16,"Ventilador de mesa","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3200
7636,"2025-07-07",220,11,"Panela elétrica de arroz","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2420
7637,"2023-03-31",250,11,"Batedeira simples","Britânia","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2750
7638,"2025-09-18",2800,2,"Máquina de Lavar 15kg","Brastemp","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5600
7639,"2025-04-18",500,11,"Micro-ondas 25L","LG","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5500
7640,"2024-01-28",90,1,"Ferro de passar seco","Britânia","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",90
7641,"2024-01-19",1000,8,"Purificador de água","Consul","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",8000
7642,"2023-09-01",150,3,"Sanduicheira elétrica","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",450
7643,"2022-01-04",600,16,"Exaustor de cozinha","Tramontina","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",9600
7644,"2025-06-10",90,12,"Ferro de passar seco","Britânia","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1080
7645,"2024-07-16",120,9,"Ferro de passar a vapor","Arno","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1080
7646,"2025-09-28",1800,20,"Fogão 5 bocas","Atlas","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",36000
7647,"2025-06-29",2500,4,"Freezer vertical 280L","Brastemp","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",10000
7648,"2025-08-01",180,10,"Secador de cabelo 1600W","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1800
7649,"2024-12-22",2200,20,"Máquina de Lavar 12kg","Samsung","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",44000
7650,"2024-06-25",1800,11,"Fogão 5 bocas","Atlas","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",19800
7651,"2022-01-04",350,19,"Panela elétrica multifunc.","Britânia","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",6650
7652,"2023-03-29",180,3,"Torradeira elétrica","Cadence","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",540
7653,"2024-07-27",1500,4,"Coifa de parede inox","Electrolux","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",6000
7654,"2025-02-22",1200,13,"Cafeteira expresso","Nespresso","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",15600
7655,"2024-03-14",2500,16,"Freezer vertical 280L","Brastemp","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",40000
7656,"2023-12-08",150,2,"Sanduicheira elétrica","Mondial","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",300
7657,"2023-04-13",3200,6,"Geladeira Frost Free 400L","Electrolux","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19200
7658,"2023-07-17",1000,2,"Purificador de água","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",2000
7659,"2025-03-02",250,20,"Secador de cabelo 2000W","Taiff","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",5000
7660,"2025-10-19",2200,16,"Freezer horizontal 300L","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",35200
7661,"2025-03-06",280,14,"Grill elétrico","George Foreman","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",3920
7662,"2025-10-19",200,5,"Ventilador de mesa","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1000
7663,"2025-10-05",4500,16,"Geladeira Duplex 500L","Brastemp","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",72000
7664,"2024-03-04",200,5,"Chaleira elétrica inox","Oster","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1000
7665,"2022-12-17",850,6,"Bebedouro elétrico","IBBL","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5100
7666,"2025-08-05",1000,14,"Purificador de água","Consul","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",14000
7667,"2025-02-10",1000,8,"Purificador de água","Consul","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",8000
7668,"2022-12-18",1200,13,"Cafeteira expresso","Nespresso","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",15600
7669,"2022-09-17",180,14,"Secador de cabelo 1600W","Philco","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2520
7670,"2025-02-06",350,18,"Ventilador de coluna","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",6300
7671,"2023-10-10",1800,10,"Fogão 5 bocas","Atlas","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",18000
7672,"2025-05-01",120,15,"Ferro de passar a vapor","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1800
7673,"2023-06-24",500,14,"Micro-ondas 25L","LG","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",7000
7674,"2022-04-22",2000,12,"Ar-condicionado Split 12k","LG","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",24000
7675,"2023-06-23",1000,11,"Purificador de água","Consul","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",11000
7676,"2022-06-11",2000,19,"Ar-condicionado Split 12k","LG","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",38000
7677,"2022-12-04",4500,16,"Geladeira Duplex 500L","Brastemp","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",72000
7678,"2024-06-13",1800,7,"Fogão 5 bocas","Atlas","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",12600
7679,"2022-01-25",250,8,"Secador de cabelo 2000W","Taiff","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2000
7680,"2023-11-08",350,3,"Ventilador de coluna","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1050
7681,"2023-08-06",150,3,"Liquidificador 800W","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",450
7682,"2025-09-23",4500,7,"Geladeira Duplex 500L","Brastemp","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",31500
7683,"2022-03-06",400,8,"Batedeira Planetária","Philco","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",3200
7684,"2023-10-01",250,14,"Secador de cabelo 2000W","Taiff","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3500
7685,"2025-10-23",220,7,"Panela elétrica de arroz","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1540
7686,"2023-11-05",450,12,"Aspirador de pó vertical","Philco","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5400
7687,"2024-04-05",1200,10,"Fogão 4 bocas","Consul","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",12000
7688,"2023-08-24",200,17,"Ventilador de mesa","Mondial","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3400
7689,"2022-09-20",400,2,"Batedeira Planetária","Philco","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",800
7690,"2024-04-17",220,13,"Panela elétrica de arroz","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2860
7691,"2022-06-30",2500,13,"Lava-louças 10 serviços","Brastemp","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",32500
7692,"2025-06-05",2000,16,"Ar-condicionado Split 12k","LG","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",32000
7693,"2023-08-26",2800,4,"Ar-condicionado Split 18k","Samsung","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",11200
7694,"2023-11-26",1500,9,"Coifa de parede inox","Electrolux","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",13500
7695,"2024-10-14",1800,11,"Fogão 5 bocas","Atlas","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",19800
7696,"2022-02-17",180,17,"Liquidificador 1000W","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",3060
7697,"2025-04-19",2200,18,"Freezer horizontal 300L","Consul","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",39600
7698,"2023-01-19",1800,16,"Fogão 5 bocas","Atlas","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",28800
7699,"2025-09-04",2500,17,"Lava-louças 10 serviços","Brastemp","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",42500
7700,"2024-03-05",2200,8,"Máquina de Lavar 12kg","Samsung","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",17600
7701,"2024-06-13",300,12,"Cafeteira elétrica 30 xícs","Oster","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
7702,"2022-06-21",250,9,"Secador de cabelo 2000W","Taiff","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",2250
7703,"2023-12-11",280,18,"Grill elétrico","George Foreman","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5040
7704,"2025-02-23",180,17,"Secador de cabelo 1600W","Philco","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3060
7705,"2024-11-26",900,11,"Forno elétrico 45L","Fischer","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9900
7706,"2022-09-01",350,20,"Panela elétrica multifunc.","Britânia","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7000
7707,"2025-11-14",850,6,"Bebedouro elétrico","IBBL","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",5100
7708,"2023-08-11",750,6,"Forno elétrico 35L","Philco","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4500
7709,"2025-06-14",150,10,"Liquidificador 800W","Mondial","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1500
7710,"2025-12-10",2800,1,"Ar-condicionado Split 18k","Samsung","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2800
7711,"2025-05-02",4500,13,"Geladeira Duplex 500L","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",58500
7712,"2023-08-11",600,16,"Exaustor de cozinha","Tramontina","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",9600
7713,"2024-04-22",2500,5,"Lava-louças 10 serviços","Brastemp","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",12500
7714,"2023-01-17",200,14,"Ventilador de mesa","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2800
7715,"2025-08-29",2200,7,"Freezer horizontal 300L","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",15400
7716,"2023-05-02",400,11,"Batedeira Planetária","Philco","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",4400
7717,"2023-01-15",300,19,"Cafeteira elétrica 30 xícs","Oster","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",5700
7718,"2025-11-13",1000,14,"Purificador de água","Consul","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",14000
7719,"2024-12-29",200,19,"Ventilador de mesa","Mondial","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3800
7720,"2023-01-17",280,16,"Grill elétrico","George Foreman","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",4480
7721,"2025-10-05",300,8,"Cafeteira elétrica 30 xícs","Oster","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2400
7722,"2024-08-23",220,20,"Panela elétrica de arroz","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4400
7723,"2024-09-26",250,11,"Batedeira simples","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2750
7724,"2024-12-13",1200,20,"Fogão 4 bocas","Consul","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",24000
7725,"2025-08-11",750,9,"Forno elétrico 35L","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6750
7726,"2022-04-12",300,12,"Cafeteira elétrica 30 xícs","Oster","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
7727,"2022-01-10",900,16,"Forno elétrico 45L","Fischer","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",14400
7728,"2024-05-23",1000,17,"Purificador de água","Consul","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",17000
7729,"2025-06-26",900,18,"Forno elétrico 45L","Fischer","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",16200
7730,"2023-04-28",1500,13,"Aspirador de pó robô","Xiaomi","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",19500
7731,"2022-09-17",2200,12,"Máquina de Lavar 12kg","Samsung","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",26400
7732,"2024-09-08",1200,16,"Cafeteira expresso","Nespresso","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",19200
7733,"2023-02-14",200,18,"Chaleira elétrica inox","Oster","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",3600
7734,"2025-11-25",220,17,"Panela elétrica de arroz","Mondial","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",3740
7735,"2023-04-22",150,12,"Sanduicheira elétrica","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1800
7736,"2022-08-17",2800,13,"Ar-condicionado Split 18k","Samsung","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",36400
7737,"2022-12-21",180,2,"Secador de cabelo 1600W","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",360
